idTweets,rater-1(annotator-1),rater-2(annotator-2),rater-3(annotator-3),consolidation column
348825819952578560,P,P,P,P
348900573753520128,P,P,P,P
348788024781443076,P,P,P,P
348748121783799809,P,P,NN,P
348921112643633152,P,P,P,P
348867854256439297,P,NN,P,P
348777084786716674,NN,NN,NN,NN
348782336076292097,P,NN,NN,NN
348905052955611136,P,P,P,P
348840102321090560,NN,NN,NN,NN
348852053054992385,NN,NN,NN,NN
348793239878369281,P,NN,NN,NN
348786506904772608,P,P,P,P
348937469951098881,NN,NN,NN,NN
348779222610878466,P,P,NN,P
348942712487174144,NN,NN,NN,NN
348926465141768193,NN,NN,NN,NN
348875206061867008,NN,NN,P,NN
348910430015598592,N,N,NN,N
348846077262299136,P,P,P,P
348905399291875328,NN,NN,NN,NN
348864657655734272,P,P,NN,P
348852958215155714,P,NN,P,P
348898656553926658,NN,NN,NN,NN
348896564980355072,NN,NN,NN,NN
348795712579964931,P,P,P,P
348877574098784256,NN,NN,NN,NN
348795913826873344,NN,NN,NN,NN
348824213475446785,NN,NN,P,NN
348919126032535552,NN,NN,NN,NN
348942221023784960,NN,NN,NN,NN
348815452732006400,NN,NN,NN,NN
348824808030617600,NN,NN,P,NN
348745757987311616,NN,NN,NN,NN
348897655658774528,P,P,P,P
348911537932623872,NN,NN,NN,NN
348809970734751745,NN,NN,NN,NN
348897440096714752,NN,NN,NN,NN
348899873036328960,NN,NN,NN,NN
348805161071820801,P,P,P,P
348895139944607748,NN,NN,NN,NN
348907448201007104,NN,N,NN,NN
348858085571440641,NN,NN,NN,NN
348819277995974657,NN,NN,NN,NN
348822611993702401,NN,NN,NN,NN
348858459946618880,NN,NN,NN,NN
348824012551487489,NN,NN,NN,NN
348880149669879810,NN,NN,NN,NN
348845784478920704,NN,NN,NN,NN
348815979356241922,NN,NN,NN,NN
348939573331636224,NN,NN,NN,NN
348806647688347648,NN,NN,NN,NN
349152496196919296,NN,NN,NN,NN
349299150543794176,NN,NN,NN,NN
349284736834867201,P,P,P,P
349291209287680003,NN,NN,NN,NN
349277631994269696,NN,NN,NN,NN
349193849886883841,P,P,P,P
349295735285624832,NN,NN,NN,NN
349166272715571201,NN,NN,NN,NN
348978798747848704,NN,NN,NN,NN
349169476182355969,NN,NN,NN,NN
349213665230196737,NN,NN,NN,NN
349274399288983552,NN,NN,NN,NN
348963545578340353,NN,NN,NN,NN
349257287292035075,NN,NN,NN,NN
349267891025227776,NN,NN,NN,NN
349307992220524544,NN,NN,NN,NN
349300033335721984,NN,NN,NN,NN
349174489197707264,NN,NN,NN,NN
349175943459393536,NN,NN,NN,NN
349302538752897024,NN,NN,NN,NN
348979484453638146,NN,NN,P,NN
349296023321063425,N,N,N,N
349260126701617152,NN,NN,P,NN
348998804210589696,NN,NN,NN,NN
349222955009572864,NN,NN,NN,NN
349211602928664576,NN,NN,NN,NN
349304228642168832,NN,NN,NN,NN
348996380301332480,NN,NN,NN,NN
348960936687714306,NN,NN,NN,NN
348976344392151040,N,N,N,N
349258493070557185,P,P,P,P
348965404019924994,NN,NN,NN,NN
349309504057376768,NN,NN,NN,NN
349230827785293824,NN,NN,NN,NN
349250317340246016,N,N,N,N
349139378293071872,NN,NN,NN,NN
349259055728041985,NN,NN,P,NN
349277988258447362,N,N,NN,N
349299351811665920,NN,NN,NN,NN
349005264432799745,NN,NN,NN,NN
349267994117025793,NN,NN,NN,NN
349285768260366337,N,N,NN,N
349002002270916608,NN,NN,NN,NN
349188570965229569,NN,NN,P,NN
349139467992440832,NN,NN,NN,NN
349207563511922691,NN,NN,NN,NN
349156453141065728,P,P,P,P
349303463060062208,P,P,P,P
348967615223443459,NN,NN,NN,NN
349277955215732736,NN,NN,NN,NN
349136174104842240,NN,NN,P,NN
349277265537937410,NN,NN,P,NN
349079088021004288,NN,NN,NN,NN
349268749578289152,NN,NN,NN,NN
349300680525221891,NN,NN,NN,NN
349289008666394625,N,N,N,N
349266960896376833,NN,NN,NN,NN
349001756107223041,P,P,NN,P
349257026091745282,NN,NN,NN,NN
349041724858986496,NN,NN,NN,NN
349243363595272194,P,P,P,P
349230804846645248,NN,NN,NN,NN
349268570447941634,NN,NN,NN,NN
349310365449994242,P,P,P,P
349209304299089920,P,P,P,P
349005669652889601,NN,N,NN,NN
349282045043818496,NN,NN,NN,NN
349307415969275904,NN,NN,NN,NN
349292101571325954,NN,P,NN,NN
349288347149139969,NN,NN,NN,NN
349246198894436352,NN,NN,NN,NN
349170515472154624,NN,NN,NN,NN
349246553715773440,NN,NN,NN,NN
348961198131257345,N,N,N,N
349274136243220481,NN,NN,P,NN
349264749927731200,NN,NN,NN,NN
349226524433608704,P,P,P,P
349211194290229248,NN,NN,NN,NN
349210147555516416,NN,NN,NN,NN
349221027827556353,NN,NN,NN,NN
349298906384973826,P,P,P,P
348955044714000384,N,N,N,N
349210055150813184,NN,NN,NN,NN
348954839646076929,NN,NN,NN,NN
349127578503745536,P,P,P,P
349245203984547840,P,P,P,P
349296711291768832,NN,NN,NN,NN
349136076163657728,NN,NN,NN,NN
349064826737274880,NN,NN,NN,NN
349157315976511489,NN,NN,P,NN
349009758218493952,NN,NN,NN,NN
349014085968470016,NN,NN,P,NN
348967576958795776,NN,NN,NN,NN
349094386426052608,NN,NN,NN,NN
349285066804965376,P,P,P,P
349211570213093377,P,P,P,P
349190607643754496,P,P,P,P
349212856450957312,P,P,P,P
349195435979710464,NN,NN,NN,NN
349251272777547776,NN,NN,NN,NN
349136229490626560,NN,NN,P,NN
349157267536478208,N,N,N,N
349303790979121154,NN,NN,NN,NN
349101919421210625,N,N,N,N
349139790983200769,NN,NN,NN,NN
349304997978189825,NN,NN,NN,NN
349315637115486208,NN,NN,NN,NN
349189625773965313,NN,NN,NN,NN
349252909692764160,NN,NN,NN,NN
348977451365433344,NN,NN,NN,NN
349245797117861888,P,P,P,P
349187215965974528,NN,NN,NN,NN
349258945556250624,NN,NN,NN,NN
349000090544910337,NN,NN,NN,NN
349177469057765377,P,P,P,P
349232908164268032,NN,NN,NN,NN
349144744405909504,NN,NN,NN,NN
349187625518772225,NN,NN,NN,NN
348975129281298432,NN,NN,NN,NN
348992655394471936,P,P,P,P
349062807641268224,NN,NN,NN,NN
349239142791643137,N,N,N,N
349131649004470275,NN,NN,NN,NN
349197974989062144,NN,NN,NN,NN
349241188219502592,NN,NN,NN,NN
348971586516303872,NN,NN,NN,NN
349270379996512256,NN,NN,NN,NN
349247636995457024,NN,NN,NN,NN
349215389646983171,NN,NN,P,NN
349252481089409025,NN,NN,NN,NN
349016927202586625,NN,NN,NN,NN
349305786473787392,NN,NN,NN,NN
349183725910757376,NN,NN,NN,NN
349230360774713345,P,P,NN,P
349182410350526465,NN,NN,P,NN
349215034305556481,NN,NN,NN,NN
349195334385283072,P,P,NN,P
349265215319318537,P,P,P,P
349303440519872512,NN,NN,P,NN
349013396554919936,NN,NN,NN,NN
349153300681195520,NN,NN,NN,NN
349312868862275584,P,P,P,P
349311877282676736,NN,NN,NN,NN
349239947821199360,P,N,P,P
348977204891361281,NN,NN,N,NN
349259900133720064,NN,NN,N,NN
349196443233423361,NN,NN,NN,NN
349211568141123585,NN,NN,NN,NN
349266841501310981,NN,NN,NN,NN
349268644745850882,NN,NN,NN,NN
349313242172100608,P,P,P,P
349286322726387713,NN,NN,NN,NN
349134668811083778,NN,NN,NN,NN
349243356993421312,NN,NN,P,NN
349283500563759104,NN,NN,NN,NN
349298713136603136,NN,NN,NN,NN
348967994229129216,NN,NN,NN,NN
349149490076348416,NN,NN,NN,NN
349306593709527040,NN,NN,NN,NN
349148783013163008,NN,NN,NN,NN
349022477428588549,NN,NN,NN,NN
349259985932402688,NN,NN,NN,NN
349156758406696960,NN,NN,NN,NN
349136134581923841,NN,NN,P,NN
349006347104296962,NN,NN,NN,NN
349238596630364162,NN,NN,NN,NN
348967466329837568,NN,NN,NN,NN
349174393307537409,P,P,P,P
349247819971960832,NN,NN,NN,NN
349218560666648576,NN,NN,NN,NN
349283000816631810,NN,NN,NN,NN
349294849578643456,NN,NN,NN,NN
349103467278770177,NN,NN,NN,NN
349165536652963841,NN,NN,NN,NN
349273643035004928,NN,NN,NN,NN
349001519984689152,NN,NN,P,NN
349288905645895682,NN,NN,NN,NN
348984445228949504,NN,NN,NN,NN
348984180702576640,NN,NN,NN,NN
349252341393944576,NN,NN,NN,NN
349302438970408960,P,P,NN,P
348962618326786048,NN,NN,NN,NN
349312930967326724,P,P,P,P
349031688841596928,NN,NN,NN,NN
349300791414231041,NN,NN,NN,NN
349216931884171264,NN,NN,NN,NN
349259752464867329,NN,NN,NN,NN
349287056540844033,NN,NN,NN,NN
349207168949551104,NN,NN,NN,NN
349290339011526656,NN,NN,NN,NN
349243201225363457,NN,NN,NN,NN
348966775783825409,NN,NN,NN,NN
349255241025323008,NN,NN,P,NN
349300978530516994,NN,NN,NN,NN
349178267695190016,NN,NN,NN,NN
349314162914103297,P,P,P,P
349170322949423105,P,P,NN,P
349180434384560129,NN,NN,NN,NN
348973429405392896,NN,NN,NN,NN
348985487198912512,NN,NN,NN,NN
349134308721692673,NN,NN,P,NN
349157532268371970,P,P,P,P
349021840171204609,NN,NN,NN,NN
349228506997202945,NN,NN,NN,NN
349151937331093504,NN,NN,NN,NN
349253028139892737,NN,NN,NN,NN
349009447449935872,NN,NN,NN,NN
349278826112622592,NN,NN,P,NN
349110971383554048,N,N,NN,N
349273500013428736,N,N,N,N
349197273533661186,NN,NN,NN,NN
349130851503730689,P,P,P,P
349148633070981121,NN,NN,NN,NN
349100827216068608,NN,NN,NN,NN
348990756624670720,NN,NN,N,NN
349276373690486784,NN,NN,NN,NN
349006009223749633,NN,NN,NN,NN
349138880479494145,NN,NN,NN,NN
349283964269232128,NN,NN,NN,NN
349299213131194368,P,P,P,P
349221652380389377,NN,NN,P,NN
349237831937437696,P,P,P,P
349179888764338176,N,N,N,N
349303009081180160,NN,NN,NN,NN
349000092470087683,P,P,P,P
349216209784410114,P,P,P,P
349250781490315265,NN,NN,NN,NN
348988641558790145,NN,NN,NN,NN
348992706950864896,P,P,P,P
349244350770851843,P,P,P,P
349269869486813185,P,P,P,P
348996431987748865,P,P,P,P
349208035316600832,NN,NN,NN,NN
349310827611955201,NN,NN,NN,NN
349017644101414912,NN,NN,NN,NN
349168639523553280,P,P,P,P
349234378469158913,NN,NN,NN,NN
349246871069401089,NN,NN,NN,NN
349281321421512705,NN,NN,NN,NN
349169051190304768,NN,NN,NN,NN
349007166339956736,P,P,P,P
349144479707582465,NN,NN,NN,NN
349246619948023808,P,P,P,P
349306675745914880,NN,NN,NN,NN
349117302245040128,NN,NN,NN,NN
348953700707995648,NN,NN,NN,NN
349206291496968195,NN,NN,NN,NN
349221189157269504,NN,NN,NN,NN
349225627414564864,NN,NN,NN,NN
348980653892726784,NN,NN,NN,NN
349268112316710913,P,P,P,P
349197631035162624,NN,NN,NN,NN
349172277713186817,P,P,P,P
349238149865672704,NN,NN,NN,NN
349254787830784000,NN,NN,NN,NN
348999958197841922,P,P,P,P
349266884031557632,P,P,P,P
349137219744841728,NN,NN,N,NN
349287135074992128,P,P,P,P
348969666166788096,NN,NN,NN,NN
349022978383679489,P,P,NN,P
348959296937160704,NN,NN,NN,NN
349251147489476608,NN,NN,NN,NN
349157229510918145,NN,NN,NN,NN
349180561232887810,N,N,N,N
349220311532716032,NN,NN,NN,NN
349279895312011264,NN,NN,NN,NN
349234576872308736,NN,NN,NN,NN
348955635863396354,NN,NN,NN,NN
349231917238976513,NN,NN,NN,NN
349125261591195648,NN,NN,NN,NN
349568227296288770,P,P,P,P
349599898326401024,NN,NN,NN,NN
349675013131087873,NN,NN,NN,NN
349669238224588801,NN,NN,NN,NN
349672132810252289,NN,NN,NN,NN
349506500357668864,NN,NN,NN,NN
349652135572537344,NN,NN,P,NN
349609098087645185,NN,NN,N,NN
349656152952410113,NN,NN,NN,NN
349529032590753792,NN,NN,NN,NN
349599991704195073,P,P,P,P
349331449654153216,P,NN,P,P
349677582448472064,NN,NN,NN,NN
349650228011474945,NN,NN,NN,NN
349585899723563008,P,P,P,P
349621860163526656,P,P,P,P
349343853976887296,NN,NN,NN,NN
349564094069743619,NN,N,NN,NN
349339603897040896,NN,NN,NN,NN
349676809425649664,NN,NN,NN,NN
349611233416187906,NN,NN,NN,NN
349499362407223296,NN,NN,NN,NN
349650314581901313,P,P,P,P
349330048358170624,NN,NN,NN,NN
349667961415536641,NN,NN,NN,NN
349633300882661377,P,P,P,P
349585314580402178,NN,NN,NN,NN
349398630467239936,NN,NN,NN,NN
349586744443813888,NN,NN,P,NN
349506850984693760,NN,NN,NN,NN
349361811629416450,N,NN,N,N
349644088284426240,NN,NN,NN,NN
349571671037972480,NN,NN,NN,NN
349326348684234753,NN,NN,NN,NN
349568410163740672,NN,NN,NN,NN
349592093091573760,NN,NN,NN,NN
349669523894439938,NN,NN,NN,NN
349331824981458944,NN,NN,NN,NN
349325440739061760,NN,NN,N,NN
349319964613812226,N,N,N,N
349675590351196162,NN,NN,NN,NN
349585968740835329,P,P,P,P
349672837436542976,NN,NN,NN,NN
349370448577970177,P,P,P,P
349678109060104193,NN,P,P,P
349526802865197056,N,NN,N,N
349338841817157632,NN,NN,P,NN
349616323438985218,NN,NN,NN,NN
349462602948165632,P,P,P,P
349670432141606913,NN,NN,NN,NN
349657657738674179,P,P,P,P
349403991328829440,P,P,P,P
349480184698777600,NN,NN,NN,NN
349644025688625152,P,NN,P,P
349662762479255552,P,NN,P,P
349527863696957440,NN,NN,NN,NN
349316328252903426,NN,NN,NN,NN
349526021386682369,NN,NN,NN,NN
349619108159029249,NN,NN,P,NN
349669019881705472,NN,NN,NN,NN
349588271266938880,N,N,N,N
349670559837204480,P,P,P,P
349566358759026688,NN,NN,NN,NN
349356725045960704,NN,NN,NN,NN
349359038829563905,P,P,P,P
349576916866568192,P,P,P,P
349587807821504515,NN,NN,NN,NN
349509687378587649,NN,NN,NN,NN
349614982998138881,NN,NN,NN,NN
349629454521339905,NN,NN,NN,NN
349615557995266048,NN,NN,NN,NN
349563229611110403,P,NN,P,P
349644570277060608,NN,NN,NN,NN
349345203150258177,NN,NN,NN,NN
349598811833909248,P,P,P,P
349666382419476480,NN,NN,NN,NN
349674508766023680,N,NN,N,N
349526709650980865,NN,NN,NN,NN
349354906710310912,P,P,P,P
349607470055948288,NN,NN,NN,NN
349524583621201920,P,P,P,P
349639292605317122,NN,NN,P,NN
349588125846208512,N,N,N,N
349668632328019969,NN,P,NN,NN
349345204907675651,NN,NN,NN,NN
349508623963136002,NN,NN,P,NN
349349929384296449,NN,NN,NN,NN
349666149748838400,NN,NN,NN,NN
349530572428808192,P,P,P,P
349581765628788737,NN,NN,NN,NN
349589344367022081,NN,NN,NN,NN
349317874537594881,NN,NN,NN,NN
349652277474238464,P,P,P,P
349536156624486400,NN,NN,NN,NN
349519391819436032,N,N,N,N
349344105278615552,NN,NN,NN,NN
349545002294190080,NN,NN,NN,NN
349500938203049985,NN,NN,NN,NN
349671746900729856,NN,NN,NN,NN
349317952295800833,P,P,NN,P
349389190728916993,N,N,N,N
349321428996333568,NN,N,NN,NN
349634874795229185,P,P,P,P
349415669726580736,NN,NN,NN,NN
349448000713654272,NN,NN,NN,NN
349677595635363841,P,P,P,P
349323982350200832,NN,NN,NN,NN
349660792750211072,NN,NN,NN,NN
349383588682268673,NN,NN,NN,NN
349658926842785792,P,P,P,P
349357010959081476,NN,NN,NN,NN
349675514325254146,NN,NN,NN,NN
349622445755473920,N,N,N,N
349494850908979200,N,N,N,N
349609855566356480,NN,N,NN,NN
349360286819561472,NN,NN,NN,NN
349365729990152192,NN,NN,NN,NN
349374951469486080,NN,NN,NN,NN
349592018009341952,NN,NN,P,NN
349331126013267969,P,P,P,P
349649254639345664,N,NN,N,N
349365118225743872,NN,P,NN,NN
349543495549190146,NN,NN,NN,NN
349461620977709056,NN,NN,NN,NN
349623262810087428,NN,NN,NN,NN
349512173216727040,NN,NN,NN,NN
349342042339540994,NN,NN,NN,NN
349559681250889729,NN,NN,NN,NN
349664412086435840,NN,NN,NN,NN
349346144071073794,NN,NN,NN,NN
349531527148879872,NN,NN,P,NN
349324443065122816,NN,NN,P,NN
349325990507450369,NN,NN,NN,NN
349637989695098884,P,P,NN,P
349622620255297536,P,P,P,P
349655860076756995,NN,N,NN,NN
349347108417048578,N,N,N,N
349535015371157506,NN,N,N,N
349562521612587009,N,N,N,N
349502436748177410,NN,NN,NN,NN
349516387951190018,NN,NN,NN,NN
349670901580701696,P,P,P,P
349360845387599874,NN,NN,NN,NN
349486231446487040,NN,NN,NN,NN
349589502060269568,NN,NN,NN,NN
349587419336687618,NN,NN,NN,NN
349346503556472833,NN,NN,NN,NN
349318328571011074,NN,NN,NN,NN
349512347330686976,NN,NN,N,NN
349620279728807937,NN,NN,NN,NN
349617030938365952,NN,NN,N,NN
349328421626712064,NN,P,P,P
349674821921157120,P,P,NN,P
349628384516640771,P,P,P,P
349366226834817024,NN,NN,NN,NN
349348330964389888,NN,NN,NN,NN
349334505074597888,NN,NN,NN,NN
349519118942212099,NN,NN,NN,NN
349545574774751233,P,P,P,P
349583979436978178,P,P,P,P
349589087507857408,NN,NN,NN,NN
349588477505060864,NN,NN,NN,NN
349591435277910016,NN,NN,NN,NN
349615369398398977,NN,NN,NN,NN
349325196768972803,P,P,P,P
349400268212940802,NN,NN,NN,NN
349516831750488066,NN,NN,NN,NN
349673461913890819,NN,NN,NN,NN
349329269555605504,NN,NN,NN,NN
349643664399679489,NN,NN,NN,NN
349446715885092865,NN,NN,P,NN
349455678294863872,NN,NN,NN,NN
349482913135468544,NN,NN,NN,NN
349578187321249792,NN,NN,N,NN
349670231871983617,NN,NN,NN,NN
349598894461681665,NN,NN,NN,NN
349341618601594882,NN,NN,NN,NN
349558296253968386,NN,NN,NN,NN
349599602518921216,NN,NN,NN,NN
349654069121523715,NN,NN,P,NN
349541851793080320,NN,N,N,N
349660788627218432,NN,NN,NN,NN
349614431866593280,P,P,P,P
349658171553497088,NN,NN,NN,NN
349619026550460416,NN,NN,NN,NN
349317063791218688,P,P,P,P
349545818996482052,NN,NN,NN,NN
349344424033128448,P,P,P,P
349334967433699328,NN,NN,NN,NN
349637224725348352,NN,NN,NN,NN
349392667794354178,NN,NN,P,NN
349375010017771522,NN,NN,NN,NN
349669979542650880,P,P,P,P
349667440462016512,NN,NN,NN,NN
349323895163207681,NN,NN,NN,NN
349364129624113156,NN,NN,NN,NN
349348701430497280,NN,NN,NN,NN
349345662481076224,NN,NN,NN,NN
349377379250089986,P,NN,P,P
349506953359278080,P,P,P,P
349553508015538177,NN,NN,NN,NN
349548325579661312,NN,NN,NN,NN
349671650750496768,NN,NN,NN,NN
349350766722555906,N,N,N,N
349609260524638209,NN,NN,NN,NN
349536611043774465,NN,NN,N,NN
349517633265221632,N,N,N,N
349565250678427648,NN,NN,NN,NN
349669855378685953,NN,NN,NN,NN
349555505351495680,NN,NN,NN,NN
349345057767301120,NN,NN,NN,NN
349642140810350593,NN,NN,NN,NN
349568023079813120,NN,NN,NN,NN
349591742988816386,NN,NN,NN,NN
349572777616998402,NN,NN,NN,NN
349666214706032641,NN,NN,NN,NN
349677442757173249,NN,NN,N,NN
349649166131134464,NN,NN,NN,NN
349539372653232132,NN,NN,NN,NN
349588575488192513,NN,NN,NN,NN
349497269034287104,P,P,P,P
349647918254403584,NN,NN,NN,NN
349563615025700864,NN,NN,NN,NN
349375602278662144,NN,NN,NN,NN
349649785222991872,NN,NN,NN,NN
349616112180281346,NN,N,NN,NN
349673061395603456,P,P,NN,P
349377549412990979,NN,P,NN,NN
349349807791419392,NN,NN,NN,NN
349375732620869632,NN,NN,NN,NN
349568247043080192,NN,NN,NN,NN
349653016955203584,NN,NN,NN,NN
349659386626576384,NN,NN,P,NN
349611627135504386,P,NN,P,P
349666014700638208,NN,P,NN,NN
349356375454908417,NN,NN,P,NN
349318360590327808,NN,NN,NN,NN
349669791952412672,NN,NN,NN,NN
349675447233167360,NN,NN,NN,NN
349516289032720387,NN,NN,NN,NN
349628118358691840,NN,NN,NN,NN
349363762786082816,N,NN,N,N
349650275759431681,NN,N,NN,NN
349317009332375552,NN,NN,NN,NN
349352703698288642,P,NN,P,P
349537151509217280,NN,P,NN,NN
349641066632331264,NN,NN,NN,NN
349613325425979392,NN,NN,NN,NN
349586457742147584,NN,NN,NN,NN
349400161262379009,NN,NN,NN,NN
349895391820529664,NN,NN,NN,NN
349951484672225282,NN,NN,P,NN
349731578299162625,P,P,P,P
349693365668937729,NN,NN,P,NN
349695888270180353,N,P,N,N
350003057825808385,P,P,P,P
349689523170586625,P,P,P,P
349699190949036032,NN,NN,NN,NN
349685665774059521,NN,NN,NN,NN
349700640177537026,N,N,N,N
349683618437799936,P,P,NN,P
349687618952364032,NN,NN,NN,NN
349696947151585280,P,P,NN,P
349847987297591298,P,P,P,P
349905659321528321,P,P,P,P
349710631626227713,P,P,P,P
349740107382784000,P,P,P,P
349681309637017600,NN,NN,NN,NN
349854888869634050,NN,NN,NN,NN
349746107858960385,NN,NN,NN,NN
349701797578940416,NN,N,P,NN
349721971489120256,NN,NN,NN,NN
349914077419675649,NN,NN,NN,NN
349722412293697537,P,P,P,P
349697025480196096,P,P,NN,P
349769498049515520,P,P,P,P
349687498768781312,P,P,P,P
349928584917434368,NN,NN,NN,NN
349703828305752065,P,P,P,P
350030904724422657,P,P,P,P
349700151641767936,NN,NN,NN,NN
349682390643388416,P,P,P,P
350010794655760384,P,P,P,P
349697605959303169,P,P,P,P
349692137220214784,NN,P,P,P
349958280380039168,NN,NN,NN,NN
349685320406671360,P,P,P,P
349692193713303552,NN,NN,NN,NN
349833597596864513,P,P,P,P
349693078086496258,P,P,NN,P
349680427763646465,P,P,P,P
349977341096763393,NN,NN,P,NN
349680203661967360,P,P,NN,P
349691142905937921,P,P,P,P
349687753866358784,NN,NN,NN,NN
349959637950406657,NN,NN,NN,NN
349903259131052032,NN,N,NN,NN
349965663009382400,NN,NN,NN,NN
349682516489281536,P,P,P,P
349836777420357632,NN,P,NN,NN
349679910190714880,NN,NN,NN,NN
349997029390426112,NN,NN,NN,NN
350033624315346944,NN,NN,NN,NN
349687270644781056,P,P,P,P
349733490893393920,P,P,P,P
349713420385386498,NN,P,NN,NN
349882602406162433,NN,NN,NN,NN
349915329864019969,NN,NN,P,NN
350021560494592001,NN,NN,P,NN
349956263771254784,P,P,P,P
349973583788916736,NN,NN,NN,NN
349692215708221440,P,P,P,P
349927315997868033,P,P,P,P
349694929024454658,NN,NN,NN,NN
349882095235125248,NN,NN,P,NN
349934564740837377,NN,NN,NN,NN
349977013731344388,P,P,P,P
349732871604404225,NN,NN,P,NN
349932419807326208,P,P,P,P
349727986641141760,NN,NN,NN,NN
349710447127166977,NN,NN,NN,NN
349859633990602752,NN,NN,NN,NN
349908572232105985,NN,NN,NN,NN
349831399693500416,NN,NN,NN,NN
349957731156885504,P,P,P,P
349686024693235712,P,P,P,P
349693299881295873,P,P,P,P
349992539471884290,NN,NN,NN,NN
349928887733592065,P,P,P,P
349921419976638465,P,P,P,P
349711053770334208,NN,NN,NN,NN
349967026107846656,NN,N,P,NN
349980177339662336,NN,NN,NN,NN
349913399930527744,P,P,P,P
349939577651335172,NN,P,NN,NN
349856982037045248,NN,P,P,P
349700717918961665,P,P,P,P
349994411096162304,NN,NN,NN,NN
349980002361688064,N,N,NN,N
349705962413760512,P,P,NN,P
349693517523722242,P,P,P,P
349696935839543296,NN,NN,NN,NN
349692447279947777,NN,NN,NN,NN
350027292350750720,NN,NN,NN,NN
349715713994403840,N,N,N,N
349719822889787392,N,NN,N,N
349683822863974402,P,P,P,P
349842864118837249,NN,NN,NN,NN
349886285671960576,NN,NN,NN,NN
349693930637492224,P,P,P,P
349698042066251776,NN,P,NN,NN
349691821061967873,P,P,NN,P
349694094521540608,P,P,P,P
349901006290694144,P,P,P,P
349706808115474432,NN,NN,NN,NN
349933787976695808,NN,NN,P,NN
349920532155736064,P,P,P,P
349901269395177473,P,P,P,P
349992710427512833,NN,NN,NN,NN
349696229107695617,P,P,P,P
349685277314400259,P,P,P,P
349689454111367169,P,P,P,P
349691431817977856,P,P,P,P
349692175950413825,NN,NN,NN,NN
349853068432642048,P,P,P,P
349685286508306432,N,N,N,N
349678762251653120,NN,NN,NN,NN
349707510057418752,P,P,P,P
349970131641839618,NN,NN,NN,NN
349702297439309826,NN,NN,N,NN
349934494154895362,NN,NN,NN,NN
349915224800890880,NN,NN,NN,NN
349718817737424896,NN,NN,NN,NN
350011320659230720,NN,NN,NN,NN
349910231221932032,NN,NN,NN,NN
349687784103096322,NN,NN,NN,NN
349703435186212866,P,P,P,P
349741470120554496,NN,N,NN,NN
349680008433893376,P,P,NN,P
349695529044811777,P,P,NN,P
349683365382860801,P,NN,P,P
349689132945113090,P,P,NN,P
349878148248248320,NN,NN,NN,NN
350006418780336128,NN,NN,NN,NN
349832468678983682,NN,P,NN,NN
349694650996637697,P,P,P,P
349689798610530305,P,P,P,P
349908836968169475,P,P,P,P
350003726519513091,P,P,P,P
349920969625845761,NN,NN,NN,NN
349682863521804291,P,P,NN,P
349943911378190337,NN,NN,NN,NN
349918720803610624,NN,NN,NN,NN
350027644940713984,NN,NN,NN,NN
349702420680540160,N,NN,N,N
349961324530380800,NN,NN,NN,NN
349856245055893505,NN,N,NN,NN
349961800407724032,P,P,P,P
349682620810018816,P,P,P,P
349688024596103168,P,P,P,P
350035230528249856,P,P,P,P
349690438829084674,NN,P,NN,NN
350035297356099584,P,P,P,P
350037771722829825,NN,NN,NN,NN
349845877864673280,P,P,NN,P
349895834986479616,N,N,N,N
349945467293007874,NN,NN,NN,NN
349698644510904320,P,P,P,P
349682637956325376,P,P,P,P
349890456311693314,NN,NN,NN,NN
349961343517990912,P,P,P,P
349694388403851264,P,P,P,P
349686688768987136,NN,NN,NN,NN
349809789162893312,N,NN,N,N
349691725293436929,P,P,P,P
349722352692629506,NN,NN,NN,NN
349682002691239936,P,P,P,P
349885787766140928,NN,NN,NN,NN
349736508036624386,NN,NN,NN,NN
349692428506243073,P,P,NN,P
349692400911912961,P,P,N,P
349695212718796800,N,N,N,N
349718537457250305,NN,NN,P,NN
349687702372884480,P,P,P,P
349736238904905728,NN,N,NN,NN
349705203899047936,NN,NN,NN,NN
349683309187575809,NN,NN,NN,NN
349975269106401280,NN,NN,NN,NN
349684987752222720,NN,NN,NN,NN
349690173711327232,P,P,NN,P
349706550958497792,P,P,NN,P
349700479787347968,P,P,NN,P
349721167982104576,NN,NN,NN,NN
349683258570719233,P,P,P,P
349693348967231489,P,P,P,P
349866606383468545,NN,NN,NN,NN
349680651517181953,NN,NN,NN,NN
349905563477483520,NN,NN,NN,NN
349903222531571712,P,P,P,P
349892987674824705,P,P,P,P
349708565952479232,NN,N,NN,NN
349966045097897984,NN,P,NN,NN
349697426271113216,P,P,P,P
349692548282990593,P,P,P,P
349682015186059264,P,P,P,P
349693000819027969,NN,P,NN,NN
349992997787672580,NN,NN,NN,NN
349690227549405184,NN,N,N,N
349681196227248128,N,N,N,N
349694254777507843,P,P,P,P
349913637445578753,NN,NN,NN,NN
349685914630496258,P,P,NN,P
349857423802122240,NN,NN,NN,NN
349683960856592384,P,P,P,P
349703904654671872,NN,NN,NN,NN
349702604189732867,P,P,P,P
349943479247454208,NN,N,N,N
349700147720101889,P,P,P,P
349693599019053056,P,P,P,P
349686578832093184,P,P,P,P
349695763569311744,P,P,P,P
349996522508791809,P,P,P,P
349713060577034240,NN,P,NN,NN
349891818617450496,NN,N,N,N
349917246895833089,P,P,P,P
349850972668956673,P,P,P,P
349988494812262400,NN,NN,NN,NN
349693215357665280,P,P,P,P
